localhost:9200/cloplag_hi_ngram_dfr/src, norm: 0, 4-ngram = true, DFS=false
guessword$0_orig$GuessWord.java,9
guessword$1_artifice$GuessWord.java,6
guessword$test_0_orig_no_krakatau$GuessWord.java,4
guessword$test_0_orig_no_procyon$GuessWord.java,10
guessword$test_0_orig_pg_krakatau$GuessWord.java,5
guessword$test_0_orig_pg_procyon$GuessWord.java,10
guessword$test_1_artifice_no_krakatau$GuessWord.java,4
guessword$test_1_artifice_no_procyon$GuessWord.java,10
guessword$test_1_artifice_pg_krakatau$GuessWord.java,5
guessword$test_1_artifice_pg_procyon$GuessWord.java,10
hanoi$0_orig$Main.java,10
hanoi$1_artifice$Main.java,10
hanoi$test_0_orig_no_krakatau$Main.java,7
hanoi$test_0_orig_no_procyon$Main.java,10
hanoi$test_0_orig_pg_krakatau$Main.java,8
hanoi$test_0_orig_pg_procyon$Main.java,10
hanoi$test_1_artifice_no_krakatau$Main.java,7
hanoi$test_1_artifice_no_procyon$Main.java,10
hanoi$test_1_artifice_pg_krakatau$Main.java,8
hanoi$test_1_artifice_pg_procyon$Main.java,10
InfixConverter$0_orig$InfixConverter.java,6
InfixConverter$1_artifice$InfixConverter.java,6
InfixConverter$test_0_orig_no_krakatau$InfixConverter.java,4
InfixConverter$test_0_orig_no_procyon$InfixConverter.java,6
InfixConverter$test_0_orig_pg_krakatau$InfixConverter.java,4
InfixConverter$test_0_orig_pg_procyon$InfixConverter.java,6
InfixConverter$test_1_artifice_no_krakatau$InfixConverter.java,4
InfixConverter$test_1_artifice_no_procyon$InfixConverter.java,6
InfixConverter$test_1_artifice_pg_krakatau$InfixConverter.java,4
InfixConverter$test_1_artifice_pg_procyon$InfixConverter.java,6
intersection$0_orig$Intersection.java,5
intersection$1_artifice$Intersection.java,5
intersection$test_0_orig_no_krakatau$Intersection.java,4
intersection$test_0_orig_no_procyon$Intersection.java,5
intersection$test_0_orig_pg_krakatau$Intersection.java,4
intersection$test_0_orig_pg_procyon$Intersection.java,5
intersection$test_1_artifice_no_krakatau$Intersection.java,4
intersection$test_1_artifice_no_procyon$Intersection.java,5
intersection$test_1_artifice_pg_krakatau$Intersection.java,4
intersection$test_1_artifice_pg_procyon$Intersection.java,5
kaprekar$0_orig$Kaprekar_Transformation.java,10
kaprekar$1_artifice$Kaprekar_Transformation.java,10
kaprekar$test_0_orig_no_krakatau$Kaprekar_Transformation.java,10
kaprekar$test_0_orig_no_procyon$Kaprekar_Transformation.java,10
kaprekar$test_0_orig_pg_krakatau$Kaprekar_Transformation.java,10
kaprekar$test_0_orig_pg_procyon$Kaprekar_Transformation.java,10
kaprekar$test_1_artifice_no_krakatau$Kaprekar_Transformation.java,10
kaprekar$test_1_artifice_no_procyon$Kaprekar_Transformation.java,10
kaprekar$test_1_artifice_pg_krakatau$Kaprekar_Transformation.java,10
kaprekar$test_1_artifice_pg_procyon$Kaprekar_Transformation.java,10
queens$0_orig$EightQueens.java,7
queens$1_artifice$EightQueens.java,8
queens$test_0_orig_no_krakatau$EightQueens.java,7
queens$test_0_orig_no_procyon$EightQueens.java,7
queens$test_0_orig_pg_krakatau$EightQueens.java,5
queens$test_0_orig_pg_procyon$EightQueens.java,5
queens$test_1_artifice_no_krakatau$EightQueens.java,7
queens$test_1_artifice_no_procyon$EightQueens.java,7
queens$test_1_artifice_pg_krakatau$EightQueens.java,5
queens$test_1_artifice_pg_procyon$EightQueens.java,5
SqrtAlgorithm$0_orig$SqrtAlgorithm.java,10
SqrtAlgorithm$1_artifice$SqrtAlgorithm.java,8
SqrtAlgorithm$test_0_orig_no_krakatau$SqrtAlgorithm.java,6
SqrtAlgorithm$test_0_orig_no_procyon$SqrtAlgorithm.java,10
SqrtAlgorithm$test_0_orig_pg_krakatau$SqrtAlgorithm.java,6
SqrtAlgorithm$test_0_orig_pg_procyon$SqrtAlgorithm.java,10
SqrtAlgorithm$test_1_artifice_no_krakatau$SqrtAlgorithm.java,6
SqrtAlgorithm$test_1_artifice_no_procyon$SqrtAlgorithm.java,10
SqrtAlgorithm$test_1_artifice_pg_krakatau$SqrtAlgorithm.java,6
SqrtAlgorithm$test_1_artifice_pg_procyon$SqrtAlgorithm.java,10
square$0_orig$MagicSquare.java,8
square$1_artifice$MagicSquare.java,10
square$test_0_orig_no_krakatau$MagicSquare.java,10
square$test_0_orig_no_procyon$MagicSquare.java,7
square$test_0_orig_pg_krakatau$MagicSquare.java,9
square$test_0_orig_pg_procyon$MagicSquare.java,8
square$test_1_artifice_no_krakatau$MagicSquare.java,10
square$test_1_artifice_no_procyon$MagicSquare.java,7
square$test_1_artifice_pg_krakatau$MagicSquare.java,9
square$test_1_artifice_pg_procyon$MagicSquare.java,8
triangle$0_orig$PointInTriangle.java,10
triangle$1_artifice$PointInTriangle.java,10
triangle$test_0_orig_no_krakatau$PointInTriangle.java,8
triangle$test_0_orig_no_procyon$PointInTriangle.java,10
triangle$test_0_orig_pg_krakatau$PointInTriangle.java,8
triangle$test_0_orig_pg_procyon$PointInTriangle.java,10
triangle$test_1_artifice_no_krakatau$PointInTriangle.java,8
triangle$test_1_artifice_no_procyon$PointInTriangle.java,10
triangle$test_1_artifice_pg_krakatau$PointInTriangle.java,8
triangle$test_1_artifice_pg_procyon$PointInTriangle.java,10
union$0_orig$Union.java,5
union$1_artifice$Union.java,5
union$test_0_orig_no_krakatau$Union.java,4
union$test_0_orig_no_procyon$Union.java,5
union$test_0_orig_pg_krakatau$Union.java,4
union$test_0_orig_pg_procyon$Union.java,5
union$test_1_artifice_no_krakatau$Union.java,4
union$test_1_artifice_no_procyon$Union.java,5
union$test_1_artifice_pg_krakatau$Union.java,4
union$test_1_artifice_pg_procyon$Union.java,5
